block_id,block_type,grid_width,grid_height,area_cells,area_m2,original_x,original_y,original_z,vertices,faces,file_size_mb,processing_time
4387_639_000,trestle,17,6,102,102.0,16.708054000000004,5.7735009999999996,20.900351,13071,8362,0.2445068359375,0.03373432159423828
4387_644_000,trestle,22,18,396,396.0,21.84609999999998,17.991393,9.335949,22099,12461,0.4629669189453125,0.050948143005371094
4387_654_000,trestle,22,18,396,396.0,21.84609999999998,17.991281,9.335951000000001,21758,12267,0.4543609619140625,0.04945826530456543
4387_664_000,trestle,22,19,418,418.0,22.064666999999986,18.686863000000002,6.817796999999999,14685,8353,0.2851104736328125,0.03605508804321289
4387_674_000,trestle,22,19,418,418.0,22.06478900000002,18.686826,6.817800999999999,14257,8133,0.281402587890625,0.03721904754638672
4387_682_000,trestle,21,10,210,210.0,20.666472999999996,10.093464999999998,5.880232999999999,10612,6390,0.2234649658203125,0.03113102912902832
4387_683_000,trestle,22,15,330,330.0,21.865875000000017,15.179106999999998,6.791331999999999,14667,8559,0.2907562255859375,0.03659319877624512
4387_692_000,trestle,21,10,210,210.0,20.666472999999996,10.093497,5.880005000000002,10541,6342,0.219512939453125,0.033477067947387695
4387_693_000,trestle,22,15,330,330.0,21.86584499999998,15.179105,6.791337,14622,8486,0.289276123046875,0.03610825538635254
4388_126_000,trestle,14,6,84,84.0,14.150002,6.360000000000003,9.312825,5174,3077,0.1015167236328125,0.018580198287963867
4388_136_000,trestle,14,6,84,84.0,14.150002,6.360000999999997,9.313323999999998,5302,3080,0.102264404296875,0.01599860191345215
4388_149_000,trestle,15,4,60,60.0,14.600944999999996,3.532821000000002,15.104118999999997,6626,3855,0.119171142578125,0.025437116622924805
4388_159_000,trestle,15,4,60,60.0,14.600944999999996,3.5328219999999995,15.104110000000002,6418,3679,0.1138763427734375,0.021009206771850586
4388_162_000,trestle,22,4,88,88.0,21.850488999999996,3.531549000000002,12.209829000000003,6467,4045,0.1313018798828125,0.04027724266052246
4388_172_000,trestle,22,4,88,88.0,21.850488999999996,3.5315499999999993,12.209829000000003,6570,4072,0.1300811767578125,0.02039480209350586
4388_20F,crane,19,51,969,969.0,18.75624099999999,51.050003000000004,31.816978,190427,118891,3.4013519287109375,0.5039529800415039
4388_20G,crane,21,51,1071,1071.0,20.709350999999998,51.050003000000004,31.814998,127540,82324,2.44830322265625,0.337155818939209
4388_20H,crane,35,51,1785,1785.0,34.92010500000001,51.038782,21.26036,210009,133091,3.9046478271484375,0.5707094669342041
4388_20K,crane,19,51,969,969.0,19.398056000000025,51.050003000000004,31.81146,102657,63475,1.8839111328125,0.25107264518737793
4388_20L,crane,21,51,1071,1071.0,20.888457999999957,51.050003000000004,31.810999,151788,92656,2.7764129638671875,0.37757444381713867
4388_20Y,crane,98,51,4998,4998.0,98.366012,51.050003000000004,31.817941,709859,459117,13.119354248046875,3.6000888347625732
4388_283_000,trestle,22,13,286,286.0,21.878693,13.080044000000001,6.7881149999999995,14012,8211,0.2882843017578125,0.0401458740234375
4388_293_000,trestle,22,13,286,286.0,21.878693,13.079815,6.787528000000001,16150,9840,0.324798583984375,0.0423586368560791
4388_663_000,trestle,22,16,352,352.0,21.88330000000002,15.732182,6.814834999999999,15810,9008,0.32159423828125,0.03963160514831543
4388_664_000,trestle,22,19,418,418.0,21.88122500000003,18.564647,6.8223780000000005,15950,9037,0.30194091796875,0.039137840270996094
4388_673_000,trestle,22,16,352,352.0,21.88214099999999,15.732179999999998,6.841145999999998,15891,9083,0.3220062255859375,0.04149937629699707
4388_674_000,trestle,22,19,418,418.0,21.88122500000003,18.564641,6.822426,15927,9013,0.2991943359375,0.03891921043395996
4388_683_000,trestle,22,15,330,330.0,21.87912,15.063950000000002,6.790341999999999,15006,9002,0.3226470947265625,0.039484262466430664
4388_693_000,trestle,22,15,330,330.0,21.87912,15.063948,6.790343999999999,14971,8981,0.3233642578125,0.03932666778564453
4389_126_000,trestle,14,6,84,84.0,14.150002,6.360000000000003,9.312825,4608,2688,0.09075927734375,0.015548944473266602
4389_136_000,trestle,14,6,84,84.0,14.150002,6.360000999999997,9.313323999999998,4736,2707,0.0911712646484375,0.015935659408569336
4389_149_000,trestle,15,4,60,60.0,14.600944999999996,3.532821000000002,15.104118999999997,6657,3862,0.11968994140625,0.033226966857910156
4389_159_000,trestle,15,4,60,60.0,14.600944999999996,3.5328219999999995,15.104110000000002,6378,3649,0.1134796142578125,0.024608373641967773
4389_162_000,trestle,22,4,88,88.0,21.850488999999996,3.531549000000002,12.209829000000003,6503,4057,0.130859375,0.019535303115844727
4389_172_000,trestle,22,4,88,88.0,21.850488999999996,3.5315499999999993,12.209829000000003,6557,4066,0.130523681640625,0.023014068603515625
4389_20F,crane,19,51,969,969.0,18.75624099999999,51.050003000000004,31.814998,188429,115706,3.1221923828125,0.4569382667541504
4389_20G,crane,21,51,1071,1071.0,20.709350999999998,51.050003000000004,31.814998,126617,80557,2.202667236328125,0.3151564598083496
4389_20H,crane,35,51,1785,1785.0,34.914063,51.038782,21.259468,152195,92110,2.624908447265625,0.37543511390686035
4389_20K,crane,19,51,969,969.0,19.398056000000025,51.050003000000004,31.81146,101889,62587,1.8291168212890625,0.25540685653686523
4389_20L,crane,21,51,1071,1071.0,20.888457999999957,51.050003000000004,31.810999,151722,92435,2.762786865234375,0.4008479118347168
4389_20Y,crane,98,51,4998,4998.0,98.366012,51.050003000000004,31.817937,703240,446918,12.43402099609375,3.3011369705200195
4389_283_000,trestle,22,13,286,286.0,21.878693,13.080044000000001,6.7881149999999995,14034,8226,0.28912353515625,0.04197978973388672
4389_293_000,trestle,22,13,286,286.0,21.878693,13.07981,6.788116,14059,8175,0.2910003662109375,0.039304256439208984
4389_643_000,trestle,22,8,176,176.0,21.863220000000013,8.480666,9.313492,13175,7664,0.2729949951171875,0.0528566837310791
4389_653_000,trestle,22,8,176,176.0,21.865081999999973,8.480664999999998,9.313487000000002,13114,7504,0.266204833984375,0.03551650047302246
4389_663_000,trestle,22,16,352,352.0,21.88330000000002,15.732182,6.814834999999999,15843,9019,0.3222808837890625,0.04279041290283203
4389_664_000,trestle,22,19,418,418.0,21.88122500000003,18.564647,6.8223780000000005,15742,8868,0.297119140625,0.03963446617126465
4389_673_000,trestle,22,16,352,352.0,21.88214099999999,15.732179999999998,6.841145999999998,15872,9070,0.321044921875,0.05081605911254883
4389_674_000,trestle,22,19,418,418.0,21.88122500000003,18.564641,6.822426,15750,8847,0.294891357421875,0.042934417724609375
4389_683_000,trestle,22,15,330,330.0,21.87912,15.063950000000002,6.790341999999999,14662,8430,0.28594970703125,0.03831005096435547
4389_693_000,trestle,22,15,330,330.0,21.87912,15.063948,6.790343999999999,14703,8434,0.2859039306640625,0.040039777755737305
4390_126_000,trestle,14,6,84,84.0,14.150002,6.360000000000003,9.312825,4605,2680,0.0903778076171875,0.016505956649780273
4390_136_000,trestle,14,6,84,84.0,14.150002,6.360000999999997,9.313323999999998,4723,2703,0.0907440185546875,0.015016317367553711
4390_149_000,trestle,15,4,60,60.0,14.600944999999996,3.532821000000002,15.104118999999997,6645,3858,0.119293212890625,0.026170730590820312
4390_159_000,trestle,15,4,60,60.0,14.600944999999996,3.5328219999999995,15.104110000000002,6409,3664,0.113128662109375,0.019153356552124023
4390_162_000,trestle,22,4,88,88.0,21.850488999999996,3.531549000000002,12.209829000000003,6521,4062,0.1324462890625,0.020976781845092773
4390_172_000,trestle,22,4,88,88.0,21.850488999999996,3.5315499999999993,12.209829000000003,6569,4074,0.1308746337890625,0.020010709762573242
4390_20F,crane,19,51,969,969.0,18.75624099999999,51.050003000000004,31.814998,189286,116692,3.3033447265625,0.4767141342163086
4390_20G,crane,21,51,1071,1071.0,20.890929999999997,51.050003000000004,31.814998,128806,84248,2.8218841552734375,0.4044008255004883
4390_20H,crane,35,51,1785,1785.0,34.92010500000001,51.038782,21.259468,200356,122981,3.585906982421875,0.5289850234985352
4390_20K,crane,19,51,969,969.0,19.398056000000025,51.050003000000004,31.81146,101872,62765,1.851470947265625,0.24208521842956543
4390_20L,crane,21,51,1071,1071.0,20.888457999999957,51.050003000000004,31.810999,130599,79916,2.412322998046875,0.3213484287261963
4390_20Y,crane,98,51,4998,4998.0,98.366012,51.050003000000004,31.817937,703449,447396,12.430267333984375,3.2971205711364746
4390_283_000,trestle,22,13,286,286.0,21.878693,13.080044000000001,6.7881149999999995,13990,8184,0.299072265625,0.049962759017944336
4390_293_000,trestle,22,13,286,286.0,21.878693,13.07981,6.788116,14048,8176,0.3005218505859375,0.03966355323791504
4390_643_000,trestle,22,8,176,176.0,21.863220000000013,8.48065,9.313492,14227,9151,0.4650421142578125,0.05859732627868652
4390_653_000,trestle,22,8,176,176.0,21.865081999999973,8.480649999999997,9.313487000000002,14258,8906,0.4674072265625,0.057385921478271484
4390_663_000,trestle,22,16,352,352.0,21.88330000000002,15.732182,6.814834999999999,15797,9017,0.3219757080078125,0.04293680191040039
4390_664_000,trestle,22,19,418,418.0,21.88122500000003,18.564647,6.8223780000000005,15721,8880,0.2968902587890625,0.041905879974365234
4390_673_000,trestle,22,16,352,352.0,21.88214099999999,15.732179999999998,6.841145999999998,15891,9090,0.3227081298828125,0.044861555099487305
4390_674_000,trestle,22,19,418,418.0,21.88122500000003,18.564641,6.822426,15749,8822,0.2943572998046875,0.04032135009765625
4390_683_000,trestle,22,15,330,330.0,21.87912,15.064119999999999,6.790341999999999,15710,9621,0.489959716796875,0.0644674301147461
4390_693_000,trestle,22,15,330,330.0,21.87912,15.063948,6.790343999999999,15731,9610,0.498687744140625,0.06513452529907227
4391_126_000,trestle,14,6,84,84.0,14.150002,6.360000000000003,9.312825,4617,2681,0.0905303955078125,0.018292665481567383
4391_136_000,trestle,14,6,84,84.0,14.150002,6.360000999999997,9.313323999999998,4757,2708,0.0906829833984375,0.01769876480102539
4391_162_000,trestle,22,4,88,88.0,21.850488999999996,3.531549000000002,12.209829000000003,6494,4055,0.131500244140625,0.023547649383544922
4391_172_000,trestle,22,4,88,88.0,21.850488999999996,3.5315499999999993,12.209829000000003,6575,4068,0.13067626953125,0.02233147621154785
4391_20F,crane,19,51,969,969.0,18.75624099999999,51.050003000000004,31.814998,189223,116666,3.3068389892578125,0.48540258407592773
4391_20G,crane,21,51,1071,1071.0,20.890929999999997,51.050003000000004,31.814998,125063,79731,2.3308563232421875,0.3142070770263672
4391_20H,crane,35,51,1785,1785.0,34.92010500000001,51.038782,21.259468,188375,114868,3.49993896484375,0.5031976699829102
4391_20K,crane,19,51,969,969.0,19.398056000000025,51.050003000000004,31.81146,102060,62630,1.88360595703125,0.25600218772888184
4391_20L,crane,21,51,1071,1071.0,20.888457999999957,51.050003000000004,31.810999,153723,93939,2.88818359375,0.4094564914703369
4391_20Y,crane,98,51,4998,4998.0,98.353584,51.050003000000004,31.814998,631724,398156,10.822509765625,2.7643442153930664
4391_283_000,trestle,22,13,286,286.0,21.878693,13.080044000000001,6.7881149999999995,14017,8193,0.2999267578125,0.04717898368835449
4391_293_000,trestle,22,13,286,286.0,21.878693,13.07981,6.788116,13958,8131,0.3016357421875,0.03719043731689453
4391_628_000,trestle,20,6,120,120.0,19.571121000000005,5.765001000000002,23.78583,14006,8800,0.2824554443359375,0.0370783805847168
4391_629_000,trestle,16,6,96,96.0,15.651901999999978,5.765001000000002,20.894002,14670,9346,0.2931060791015625,0.03810548782348633
4391_638_000,trestle,20,6,120,120.0,19.571121000000005,5.765001999999999,23.785907,14055,8871,0.2877349853515625,0.03612542152404785
4391_639_000,trestle,16,6,96,96.0,15.651901999999978,5.765001999999999,20.893838000000002,14508,9075,0.286956787109375,0.03836250305175781
4391_643_000,trestle,22,8,176,176.0,21.863220000000013,8.480666,9.313492,13175,7662,0.2726287841796875,0.03405189514160156
4391_653_000,trestle,22,8,176,176.0,21.865081999999973,8.480664999999998,9.313487000000002,13188,7544,0.267822265625,0.03466296195983887
4391_663_000,trestle,22,16,352,352.0,21.88330000000002,15.732182,6.814834999999999,16436,9994,0.543426513671875,0.06379246711730957
4391_664_000,trestle,22,19,418,418.0,21.88122500000003,18.564647,6.8223780000000005,15733,8876,0.2969818115234375,0.036473989486694336
4391_673_000,trestle,22,16,352,352.0,21.88214099999999,15.732179999999998,6.841145999999998,16498,9999,0.550506591796875,0.06177520751953125
4391_674_000,trestle,22,19,418,418.0,21.88122500000003,18.564641,6.822426,15761,8828,0.2941741943359375,0.037664175033569336
4391_683_000,trestle,22,15,330,330.0,21.87912,15.063950000000002,6.790341999999999,14704,8456,0.290771484375,0.03511977195739746
4391_693_000,trestle,22,15,330,330.0,21.87912,15.063948,6.790343999999999,14687,8440,0.2892303466796875,0.036803483963012695
4392_126_000,trestle,14,6,84,84.0,14.150002,6.360000000000003,9.312825,4601,2680,0.0904693603515625,0.017154455184936523
4392_136_000,trestle,14,6,84,84.0,14.150002,6.360000999999997,9.313323999999998,4752,2708,0.090789794921875,0.015716075897216797
4392_20F,crane,19,51,969,969.0,18.75624099999999,51.050003000000004,31.814998,189110,116627,3.303558349609375,0.4791421890258789
4392_20G,crane,21,51,1071,1071.0,20.890929999999997,51.050003000000004,31.814998,125473,80222,2.3397369384765625,0.31651973724365234
4392_20H,crane,35,51,1785,1785.0,34.92010500000001,51.038782,21.259468,203405,124968,3.762908935546875,0.5600521564483643
4392_20K,crane,19,51,969,969.0,19.398056000000025,51.050003000000004,31.81146,101941,62727,1.88720703125,0.2487497329711914
4392_20L,crane,21,51,1071,1071.0,20.888457999999957,51.050003000000004,31.810999,153441,93299,2.8332977294921875,0.3899362087249756
4392_20Y,crane,98,51,4998,4998.0,98.366012,51.050003000000004,31.814998,686574,438626,12.795440673828125,3.7003798484802246
4392_283_000,trestle,22,13,286,286.0,21.878693,13.080044000000001,6.7881149999999995,14012,8195,0.2982635498046875,0.05156707763671875
4392_293_000,trestle,22,13,286,286.0,21.878693,13.07981,6.788116,14029,8130,0.29864501953125,0.04145240783691406
4392_628_000,trestle,20,6,120,120.0,19.550400000000025,5.765001000000002,23.78583,13624,8287,0.2470855712890625,0.0365605354309082
4392_629_000,trestle,16,6,96,96.0,15.651901999999978,5.765001000000002,20.894002,13161,7849,0.2364044189453125,0.035154104232788086
4392_638_000,trestle,20,6,120,120.0,19.550400000000025,5.765001999999999,23.785907,13786,8355,0.2473297119140625,0.03766322135925293
4392_639_000,trestle,16,6,96,96.0,15.651901999999978,5.765001999999999,20.893838000000002,12972,7640,0.2306060791015625,0.0362706184387207
4392_643_000,trestle,22,8,176,176.0,21.863220000000013,8.480666,9.313492,13375,7753,0.27410888671875,0.038027048110961914
4392_644_000,trestle,22,18,396,396.0,21.646483999999987,17.984073,9.335165,20924,12631,0.47943115234375,0.0527956485748291
4392_653_000,trestle,22,8,176,176.0,21.865081999999973,8.480649999999997,9.313487000000002,13293,7578,0.2688446044921875,0.035961151123046875
4392_654_000,trestle,22,18,396,396.0,21.646483999999987,17.984071999999998,9.336376999999999,20837,12437,0.4786376953125,0.050390005111694336
4392_663_000,trestle,22,16,352,352.0,21.88330000000002,15.732182,6.814834999999999,15852,9030,0.3231658935546875,0.0434262752532959
4392_673_000,trestle,22,16,352,352.0,21.89364599999999,15.732179999999998,6.841145999999998,15906,9081,0.3226776123046875,0.040117740631103516
4392_683_000,trestle,22,15,330,330.0,21.87912,15.063950000000002,6.790341999999999,14737,8449,0.290924072265625,0.0439302921295166
4392_693_000,trestle,22,15,330,330.0,21.87912,15.063948,6.790343999999999,14738,8452,0.2894744873046875,0.04668164253234863
4393_126_000,trestle,14,6,84,84.0,14.150002,6.360000000000003,9.312825,4610,2680,0.090545654296875,0.019857168197631836
4393_136_000,trestle,14,6,84,84.0,14.150002,6.360000999999997,9.313323999999998,4731,2706,0.09112548828125,0.01830601692199707
4393_20F,crane,19,51,969,969.0,18.60089099999999,51.041951999999995,31.814998,104374,60651,1.7362213134765625,0.25044894218444824
4393_20G,crane,21,51,1071,1071.0,21.084900000000005,51.050003000000004,31.814998,125519,80399,2.3837738037109375,0.3357052803039551
4393_20H,crane,35,51,1785,1785.0,34.92010500000001,51.038782,21.259468,203259,124700,3.7680206298828125,0.5734035968780518
4393_20K,crane,19,51,969,969.0,19.398056000000025,51.050003000000004,31.81146,102125,62744,1.8882904052734375,0.2573270797729492
4393_20L,crane,21,51,1071,1071.0,20.888457999999957,51.050003000000004,31.810999,153628,93373,2.85711669921875,0.40117502212524414
4393_20Y,crane,98,51,4998,4998.0,98.366012,51.050003000000004,31.814998,705742,449093,13.077560424804688,3.741349458694458
4393_213_000,trestle,22,25,550,550.0,21.875884999999982,24.550562,6.127809999999999,33076,20149,0.7245635986328125,0.10043025016784668
4393_283_000,trestle,22,13,286,286.0,21.878693,13.079813999999999,6.7866029999999995,16289,9923,0.321441650390625,0.04254651069641113
4393_293_000,trestle,22,13,286,286.0,21.878693,13.079815,6.787528000000001,16145,9840,0.32470703125,0.040906429290771484
4393_628_000,trestle,20,6,120,120.0,19.550400000000025,5.765001000000002,23.78583,13632,8278,0.24847412109375,0.03542280197143555
4393_629_000,trestle,16,6,96,96.0,15.651901999999978,5.765001000000002,20.894002,13179,7880,0.236968994140625,0.03527259826660156
4393_638_000,trestle,20,6,120,120.0,19.550400000000025,5.765001999999999,23.785907,13786,8357,0.2474212646484375,0.03652358055114746
4393_639_000,trestle,16,6,96,96.0,15.651901999999978,5.765001999999999,20.893838000000002,13027,7647,0.2305450439453125,0.03567171096801758
4393_643_000,trestle,22,8,176,176.0,21.863220000000013,8.48065,9.313492,13372,7729,0.2751922607421875,0.03617739677429199
4393_644_000,trestle,22,18,396,396.0,21.646483999999987,17.984073,9.335165,20893,12628,0.4793548583984375,0.04842519760131836
4393_653_000,trestle,22,8,176,176.0,21.865081999999973,8.480649999999997,9.313487000000002,13265,7570,0.268402099609375,0.03535938262939453
4393_654_000,trestle,22,18,396,396.0,21.646483999999987,17.984071999999998,9.336376999999999,20822,12421,0.4776153564453125,0.04790782928466797
4393_683_000,trestle,22,15,330,330.0,21.87912,15.064119999999999,6.790341999999999,14688,8420,0.277099609375,0.03702998161315918
4393_693_000,trestle,22,15,330,330.0,21.87912,15.063948,6.790343999999999,14672,8392,0.277496337890625,0.03535628318786621
